signal_id,setup_id,timestamp_ms,symbol,side,score,confidence,reason,breakout_level,entry_low,entry_high,entry_ref,stop,tp1,tp2,price,oi_jump_pct,funding_pct,vol_ratio,retest_bars_waited,config_version,strategy,market_regime,btc_price,btc_24h_change_pct,btc_4h_change_pct,btc_1h_change_pct,btc_24h_range_pct,btc_4h_range_pct,alt_market_breadth_pct,btc_regime,risk_pct_real,sl_distance_pct,tp1_distance_pct,tp2_distance_pct,break_distance_pct,retest_depth_pct,score_oi,score_exhaustion,score_breakout,score_retest,reason_tags,stop_was_forced_min_risk,manual_tradable,manual_trade_note,regime_label,regime_fit_for_strategy,dispatch_action,dispatch_confidence_band,dispatch_reason,status
TAOUSDT-SHORT-1775001600000-2,TAOUSDT-SHORT-1775001600000-2,1775001600000,TAOUSDT,SHORT,95.49080042818683,0.9549080042818683,1h exhaustion 31/35 + 15m breakdown 29/30 -> retest fail retest fail + 15m retest 35/35,304.88,304.27024,305.48976,304.19,313.3157,295.0643,285.9386,303.52,-0.731270233532711,0.005,2.061493803324198,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,BULLISH,68030.2,1.431,-0.30377409640761543,-0.30377409640761543,3.9129680641832603,0.6370325512756734,0.0,bullish,2.9999999999999982,2.9999999999999982,2.9999999999999982,5.9999999999999964,0.2263185515612693,0.16071897139858604,0.0,31.0,29.49080042818683,35.0,1h_top_tests=2;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.45%,yes,yes,good_for_manual,BULLISH,not_evaluated,not_evaluated,not_evaluated,not_evaluated,LOSS_STOP
ENAUSDT-SHORT-1775007900000-1,ENAUSDT-SHORT-1775007900000-1,1775007900000,ENAUSDT,SHORT,94.46111060864332,0.9446111060864333,1h exhaustion 31/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,0.0897,0.0895206,0.0898794,0.0896,0.092288,0.086912,0.08422400000000001,0.0894,-0.4715139932777443,-0.006902999999999999,1.6968516676136298,1,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,RANGE,67777.5,-0.255,-0.6797916223998508,0.04590649835268859,3.927557080151968,0.9852812728689166,0.0,neutral,2.9999999999999956,2.9999999999999956,2.9999999999999956,5.999999999999991,0.11148272017837554,0.2229654403567356,0.0,31.0,28.46111060864332,35.0,1h_top_tests=2;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.33%,yes,yes,good_for_manual,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,LOSS_STOP
CETUSUSDT-SHORT-1775007900000-2,CETUSUSDT-SHORT-1775007900000-2,1775007900000,CETUSUSDT,SHORT,92.83037965582398,0.9283037965582398,1h exhaustion 31/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,0.0207,0.0206586,0.0207414,0.02057,0.0211871,0.019952900000000003,0.019335800000000004,0.02054,-0.39798946749884995,-0.055297,1.1897578257540644,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,RANGE,67583.7,-0.622,-0.9640761120432497,-0.2403079720841083,3.938819567440078,1.1764688474718803,0.0,neutral,2.9999999999999942,2.9999999999999942,2.9999999999999942,5.9999999999999885,0.6280193236714888,0.0,0.0,31.0,26.830379655823982,35.0,1h_top_tests=2;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.77%,yes,yes,good_for_manual,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,WIN_TP1
1000SHIBUSDT-SHORT-1775009700000-2,1000SHIBUSDT-SHORT-1775009700000-2,1775009700000,1000SHIBUSDT,SHORT,91.54988911211771,0.9154988911211771,1h exhaustion 33/35 + 15m breakdown 24/30 -> retest fail retest fail + 15m retest 35/35,0.005911,0.005899178,0.0059228219999999995,0.00589,0.0060667,0.0057133,0.0055366,0.005901,-0.787910934030037,0.002572,1.3137789617794091,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,RANGE,67658.8,-0.373,-0.853879237707256,0.05885501849940836,3.934447551538011,1.1751612502734394,0.0,neutral,3.0000000000000018,3.0000000000000018,3.0000000000000018,6.0000000000000036,0.3552698358991595,0.0,0.0,33.0,23.549889112117707,35.0,1h_top_tests=3;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.17%,yes,yes,good_for_manual,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,EXPIRED
PENGUUSDT-SHORT-1775034000000-2,PENGUUSDT-SHORT-1775034000000-2,1775034000000,PENGUUSDT,SHORT,83.92239994235968,0.8392239994235967,1h exhaustion 23/35 + 15m breakdown 26/30 -> retest fail retest fail + 15m retest 35/35,0.006578,0.006564843999999999,0.006591156,0.006557,0.0067537100000000004,0.00636029,0.00616358,0.006559,-0.44827294548962954,0.005,1.45436998701843,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,BULLISH,68481.6,3.103,-0.2480630543364253,-0.21739510540456627,4.891824957360809,0.6739036471110488,0.0,bullish,3.0000000000000018,3.0000000000000018,3.0000000000000018,6.0000000000000036,0.31924597141987415,0.16722408026756755,0.0,23.0,25.92239994235968,35.0,1h_top_tests=2;1h_failed_breakout;1h_no_accept_above_resistance;15m_clean_breakdown;15m_break_dist=0.29%,yes,yes,good_for_manual,BULLISH,not_evaluated,MAIN_SIGNAL,MEDIUM,top_n_confirmed,LOSS_STOP
ZECUSDT-SHORT-1775042100000-2,ZECUSDT-SHORT-1775042100000-2,1775042100000,ZECUSDT,SHORT,94.60453166525862,0.9460453166525862,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,246.4,245.90720000000002,246.8928,245.98,253.3594,238.6006,231.22119999999998,246.0,-1.3394480223743268,-0.003206,2.056040607059109,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,BULLISH,68655.0,2.923,-0.035532307459300486,-0.021552383213006513,4.243827834826313,0.05797903722749913,0.0,bullish,3.0000000000000018,3.0000000000000018,3.0000000000000018,6.0000000000000036,0.1704545454545519,0.016233766233763002,0.0,33.0,26.60453166525862,35.0,1h_top_tests=4;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.16%,yes,yes,good_for_manual,BULLISH,not_evaluated,MAIN_SIGNAL,HIGH,top_n_confirmed,LOSS_STOP
ZECUSDT-SHORT-1775042100000-2,ZECUSDT-SHORT-1775042100000-2,1775042100000,ZECUSDT,SHORT,94.60453166525862,0.9460453166525862,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,246.4,245.90720000000002,246.8928,245.98,253.3594,238.6006,231.22119999999998,246.0,-1.3394480223743268,-0.003206,2.056040607059109,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,BULLISH,68645.6,2.909,-0.021552383213006513,-0.021552383213006513,4.24440896430362,0.05797093005472704,0.0,bullish,3.0000000000000018,3.0000000000000018,3.0000000000000018,6.0000000000000036,0.1704545454545519,0.016233766233763002,0.0,33.0,26.60453166525862,35.0,1h_top_tests=4;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.16%,yes,yes,good_for_manual,BULLISH,not_evaluated,MAIN_SIGNAL,HIGH,top_n_confirmed,LOSS_STOP
BNBUSDT-SHORT-1775050200000-1,BNBUSDT-SHORT-1775050200000-1,1775050200000,BNBUSDT,SHORT,91.22552255225517,0.9122552255225517,1h exhaustion 27/35 + 15m breakdown 29/30 -> retest fail retest fail + 15m retest 35/35,613.64,612.41272,614.8672799999999,611.35,629.6905,593.0095,574.669,611.66,0.05622849574280253,0.005348,2.6677676616016126,1,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,BULLISH,68186.1,1.155,-0.6988505881033673,0.1493580687135404,4.273011654868082,1.3054700102654306,0.0,bullish,3.000000000000003,3.000000000000003,3.000000000000003,6.000000000000006,0.3731829737305201,0.0,0.0,27.0,29.225522552255175,35.0,1h_top_tests=3;1h_failed_breakout;1h_no_accept_above_resistance;15m_clean_breakdown;15m_break_dist=0.32%,yes,yes,good_for_manual,BULLISH,not_evaluated,MAIN_SIGNAL,HIGH,top_n_confirmed,EXPIRED
ASTERUSDT-SHORT-1775080800000-1,ASTERUSDT-SHORT-1775080800000-1,1775080800000,ASTERUSDT,SHORT,97.02358453505879,0.9702358453505879,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,0.6667,0.6653665999999999,0.6680334,0.6651,0.685053,0.645147,0.625194,0.6652,-0.48941357813400077,-0.000345,3.65032103278553,1,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,RANGE,68148.8,0.101,0.007630921668584801,-0.2570080805330887,2.5724590895217605,0.8563588607316408,0.0,neutral,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,0.23998800059996023,0.0,0.0,35.0,27.02358453505879,35.0,1h_top_tests=4;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.22%,yes,yes,good_for_manual,RANGE,not_evaluated,MAIN_SIGNAL,HIGH,top_n_confirmed,EXPIRED
WIFUSDT-SHORT-1775081700000-2,WIFUSDT-SHORT-1775081700000-2,1775081700000,WIFUSDT,SHORT,90.19890998014394,0.9019890998014394,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,0.1828,0.1824344,0.18316559999999998,0.1822,0.187666,0.176734,0.171268,0.1823,-0.6030375441687063,0.004397,1.733765169232937,2,phase3-short-exhaustion-v5-scoreparts-manualdiag,short_exhaustion_retest,RANGE,68108.9,-0.048,-0.05121522427573562,0.039066860140649244,2.5739661042830027,0.8568630531399066,0.0,neutral,2.999999999999999,2.999999999999999,2.999999999999999,5.999999999999998,0.32822757111596795,0.0,0.0,27.0,28.19890998014394,35.0,1h_top_tests=3;1h_failed_breakout;1h_no_accept_above_resistance;15m_clean_breakdown;15m_break_dist=0.27%,yes,yes,good_for_manual,RANGE,not_evaluated,MAIN_SIGNAL,HIGH,top_n_confirmed,WIN_TP1
